mr,bleu_score
5,0.4
5,0.25
5,0.3106796116504854
5,0.12440191387559811
6,0.12101910828025479
6,0.12074303405572755
6,0.0926517571884984
6,0.14583333333333334
6,0.10702341137123746
6,0.11940298507462688
6,0.18823529411764706
6,0.1368421052631579
6,0.1513157894736842
6,0.16470588235294117
6,0.3181818181818182
6,0.22727272727272727
6,0.2972972972972973
6,0.13181818181818183
6,0.1302816901408451
6,0.12461059190031153
6,0.08544303797468353
6,0.13846153846153847
6,0.1019736842105263
6,0.11347517730496456
6,0.18497109826589592
6,0.12903225806451615
6,0.15568862275449102
6,0.1676300578034682
6,0.3620689655172414
6,0.23255813953488372
6,0.25196850393700787
6,0.12552301255230128
6,0.12413793103448276
6,0.12341772151898736
6,0.07878787878787878
6,0.14207650273224043
6,0.1095890410958904
6,0.12547528517110265
6,0.17341040462427745
6,0.14689265536723164
6,0.15862068965517245
6,0.18012422360248448
6,0.35384615384615387
6,0.23484848484848486
6,0.2882882882882883
6,0.1255605381165919
7,0.1346153846153846
7,0.13355048859934854
7,0.09687499999999999
7,0.1457286432160804
7,0.11073825503355703
7,0.11913357400722022
7,0.19767441860465118
7,0.13917525773195877
7,0.1644736842105263
7,0.16759776536312848
7,0.3333333333333333
7,0.2222222222222222
7,0.2972972972972973
7,
7,0.13356164383561642
7,0.13071895424836602
7,0.09146341463414635
7,0.13930348258706468
7,0.10423452768729641
7,0.11785714285714284
7,0.21290322580645157
7,0.13513513513513517
7,0.17880794701986757
7,0.15343915343915343
7,0.3898305084745763
7,0.22727272727272727
7,0.264
7,
7,0.12709030100334448
7,0.11940298507462688
7,0.08099688473520247
7,0.1443298969072165
7,0.11379310344827587
7,0.12878787878787878
7,0.20754716981132076
7,0.14835164835164835
7,0.16428571428571428
7,0.20270270270270271
7,0.3770491803278688
7,0.2198581560283688
7,0.29906542056074764
7,
