MR,Source,Followup,Result,BLEU_Score,,,
1,Some children with severe immunocompromise will require 3 primary doses.,Some children with severe immunocompromise will not require 3 primary doses.,Some children with severe immune compromise do not need the 3rd dose.,0.416666667,,,
1,ATAGI is currently not recommending COVID-19 vaccination for children in this age group who are not at increased risk.,ATAGI is currently recommending COVID-19 vaccination for children in this age group who are not at increased risk.,ATAGI currently recommends vaccination against COVID-19 for children in this age group who are not at increased risk.,0.888888889,,,
1,Bookings can be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,Bookings can not be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,Reservations cannot be made through the Vaccine Clinic Locator for participating GPs across the state or via the Coronavirus Hotline 1800 675 398 for Specialty Immunization Clinics in the Melbourne metropolitan area.,0.53125,,,
1,Speak with your child's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,Do not speak with your child's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,"For more information, do not talk to your child's doctor or call the coronavirus hotline on 1800 675 398.",0.578947368,,,
1,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.","The recommended schedule for vaccination in this age group is not 2 doses, 8 weeks apart.",The recommended vaccination schedule for this age group is not two doses 8 weeks apart.,0.81077272,,,
1,The dose interval can be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,The dose interval can not be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,"In special circumstances, the interval between doses cannot be reduced to a minimum of 3 weeks (Pfizer vaccinated children) or 4 weeks (modern or vaccinated children).",0.352600124,,,
1,A third primary dose is recommended for children in this age group who are severely immunocompromised.,A third primary dose is not recommended for children in this age group who are severely immunocompromised. ,A third primary dose is not recommended for children of this age with severely compromised immunity.,0.704559797,,,
1,It is recommended they receive this dose from 8 weeks after their second dose.,It is not recommended they receive this dose from 8 weeks after their second dose.,It is not recommended to receive this dose from 8 weeks after the second dose.,0.866666667,,,
1,"Unless immunocompromised, this age group is not eligible for a third dose.","Unless immunocompromised, this age group is eligible for a third dose.","As long as immunity is not compromised, this age group is eligible for a third dose.",0.5625,,,
1,Children aged 5 can get the Pfizer vaccine.,Children aged 5 can not get the Pfizer vaccine.,Children 5 years of age are not eligible to receive the Pfizer vaccine.,0.461538462,,,
1,Children aged 6 to 11 can get the Pfizer or Moderna vaccine.,Children aged 6 to 11 can not get the Pfizer or Moderna vaccine.,Children 6-11 years of age are not eligible for Pfizer or Moderna vaccines.,0.384615385,,,
1,"They will receive a smaller dose of the vaccine, specifically for their age group.","They will not receive a smaller dose of the vaccine, specifically for their age group.","They won't get a lower dose of the vaccine, especially for an age group.",0.598540358,,,
1,"For some in this age group, this may be the fourth dose if they had a three-dose primary course.","For some in this age group, this may not be the fourth dose if they had a three-dose primary course.","Some people in this age group may have had their 3rd dose, but this may not be their 4th dose.",0.4,,,
1,"People aged 12 to 15 can get the Pfizer, Moderna or Novavax vaccine for their primary dose.","People aged 12 to 15 can not get the Pfizer, Moderna or Novavax vaccine for their primary dose.","People between the ages of 12 and 15 should not get the Pfizer, Moderna, or Novavax vaccine as their first dose.",0.571428571,,,
1,Pfizer is the recommended vaccine for the additional dose.,Pfizer is not the recommended vaccine for the additional dose.,Pfizer is not a recommended vaccine for booster doses.,0.596559545,,,
1,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.","The not recommended schedule for vaccination in this age is not 2 doses, 8 weeks apart.",The non-recommended vaccination schedule at this age is not 2 doses 8 weeks apart.,0.68111835,,,
1,The dose interval can be shortened to a minimum of 3 weeks (for people who receive a Pfizer vaccine) or 4 weeks (for people who receive a Moderna vaccine) in special circumstances.,The dose interval can not be shortened to a minimum of 3 weeks (for people who receive a Pfizer vaccine) or 4 weeks (for people who receive a Moderna vaccine in special circumstances.,The dosing interval cannot be shortened to at least 3 weeks (for people receiving a Pfizer vaccine) or 4 weeks (for people receiving a Moderna vaccine under special circumstances).,0.630839109,,,
1,A third primary dose is recommended for people in this age group who are severely immunocompromised.,A third primary dose is not recommended for people in this age group who are severely immunocompromised.,A third primary dose is not recommended for severely immunocompromised individuals in this age group.,0.700138655,,,
1,It is recommended they receive this dose from 8 weeks after their second dose.,It is not recommended they receive this does from 8 weeks after their second dose.,It is not recommended to receive this dose from 8 weeks after the second dose.,0.8,,,
1,People aged 16 to 17 are also recommended to receive an additional dose after their primary course of vaccination.,People aged 16 to 17 are also not recommended to receive an additional dose after their primary course of vaccination,People aged 16 to 17 years are also not recommended to have an extra dose after their primary vaccination course,0.85,,,
1,This will be a third dose for most people.,This will not be a third dose for most people.,This will not be a third dose for most people.,1,,,
1,"However, for people who are severely immunocompromised, an additional dose will be a fourth dose, as they will already have had 3 primary vaccine doses.","However, for people who are not severley immunocompromised, an additional dose will be a fourth dose, as they will already have had 3 primary vaccine doses.","However, for people who are not severely immunocompromised, an additional dose is a fourth dose since they have already received 3 primary vaccine doses.",0.728368495,,,
1,Everyone aged 16 and over who is severely immunocompromised or lives in disability care facilities can receive their winter dose 3 months after receiving their third dose (or fourth dose for people who are severely immunocompromised) or being infected with COVID-19 if it has occurred since the person's third dose.,Everyone aged 16 and over who is not severly immunocompromised or lives in disability care facilities can receive their winter dose 3 months after receiving their third dose (or forth dose for people who are severly immunocompromised) or being infected with COVID-19 if it has ocurred since the person's third dose.,"Anyone 16 years and older who is not severely immunocompromised or living in care facilities for the disabled can have their winter dose 3 months after receiving their third dose (or fourth dose for those with severe immunodeficiency) or infection with COVID-19, if it has occurred is since the third dose of the person.",0.592592593,,,
1,"People aged 16 to 17 can get the Pfizer, Moderna or Novavax vaccine for their primary course of vaccination.","People not aged 16 to 17 can not get the Pfizer, Moderna or Novavax vaccine for their primary course of vaccination.","People under the age of 16 to 17 cannot receive the Pfizer, Moderna or Novavax vaccine for their primary series.",0.665860597,,,
1,"The primary course of vaccination is the first two doses, or three doses for people who are severely immunocompromised.","The primary course of vaccination is the first two doses, or three doses for people who are not severely immunocompromised.",The primary immunization consists of the first two doses of vaccine or three doses of vaccine for people who are not severely immunocompromised.,0.695652174,,,
1,They are eligible to receive a Pfizer vaccine for this additional third or fourth (for people who are severely immunocompromised) dose and a Pfizer vaccine for their winter dose (for those who are eligible to receive this dose).,They are not eligible to receive a Pfizer vaccine for this additional third or fourth (for people who are severly immunocompromised) dose and a Pfizer vaccine for their winter dose (for those who are eligible to receive this dose).,They are not entitled to a Pfizer vaccine for that additional third or fourth (for those who are severely immunocompromised) dose and a Pfizer vaccine for their winter dose (for those who are eligible for that dose).,0.793751561,,,
1,"Free COVID-19 vaccines are available at vaccination hubs, pharmacies and GPs.","Free COVID-19 vaccines are not available at vaccination hubs, pharmacies and GPs.","Free COVID-19 vaccines are not available in vaccination centers, pharmacies and general practitioners.",0.692307692,,,
1,"Use the Victorian Government online booking system or call 1800 675 398 (7 days a week, 8 am to 8 pm) to book your vaccine appointment. For an interpreter, press zero (0).","Do not use the Victorian Government online booking system or call 1800 675 398 (7 days a week 8 am to 8 pm) to book your vaccine appointment. For an interpreter, press zero (0).","Do not use the Victorian Government's online booking system or call 1800 675 398 (7 days a week 8am to 8pm) to book your vaccination appointment. For an interpreter, press zero (0).",0.82198643,,,
1,You can also request an Auslan interpreter when making your booking.,You can not also request an Auslan interpreter when making your booking.,You can also not request a foreign interpreter when making your booking.,0.833333333,,,
1,"See the locations of all vaccination centres, including sites offering walk-in appointments.",-,-,,,,
1,"To make a booking with a GP or pharmacy, use the Australian Government’s Vaccination Clinic Finder","To make a booking with a GP or pharmacy, do not use the Australian Government's Vaccination Clinic Finder.","To make a booking with a GP or pharmacy, do not use the Australian Government's Vaccine Clinic Locator.",0.888888889,,,
1,You need a third dose to keep up your immunity against COVID-19.,You need not a third dose to keep up your immunity against COVID-19.,You don't need a third dose to maintain your immunity to COVID-19.,0.690033311,,,
1,Australian Technical Advisory Group on Immunisation (ATAGI) recommends COVID-19 third doses for anyone aged 16 and over who received their second dose 3 or more months ago.,Australian Technical Advisory Group on Immunisation (ATAGI) recommends COVID-19 third doses for anyone not aged 16 and over who received their second dose 3 or more months ago.,The Australian Technical Advisory Group on Immunization (ATAGI) recommends third COVID-19 doses for people under the age of 16 who received their second dose 3 months or more ago.,0.75862069,,,
1,"The Pfizer, Moderna and Novavax vaccines are approved for use as a third dose in people aged 18 years and over, regardless of which COVID-19 vaccine you received for your initial doses.","The Pfizer, Moderna and Novavax vaccines are not approved for use as a third dose in people aged 18 years and over, regardless of which COVID-19 vaccine you received for your initial doses.","The Pfizer, Moderna, and Novavax vaccines are not approved for use as a third dose in anyone 18 years or older, regardless of which COVID-19 vaccine you received for your starting doses.",0.817790542,,,
1,People aged 16 to 17 will receive the Pfizer vaccine as their third dose.,People not aged 16 to 17 will not receive the Pfizer vaccine as their third dose.,People under the age of 16 to 17 will not receive the third dose of the Pfizer vaccine.,0.555555556,,,
1,"The AstraZeneca vaccine is only recommended for use as a third dose if you have had a significant adverse reaction to a previous mRNA vaccine dose (for example, Pfizer or Moderna) that means you cannot have another dose of an mRNA vaccine.","The AstraZeneca vaccine is only not recommended for use as a third dose if you have had a significant adverse reaction to a previous mRNA vaccine dose (for example, Pfizer or Moderna) that means you cannot have another dose of an mRNA vaccine.","The only time AstraZeneca vaccine is not recommended as a third dose is if you have had a significant adverse reaction to a previous dose of mRNA vaccine (e.g. Pfizer or Moderna), meaning you cannot receive another dose of mRNA vaccine.",0.789786969,,,
1,ATAGI does not recommend AstraZeneca for use as a third dose for people who received AstraZeneca for their first two doses.,ATAGI does recommend AstraZeneca for use as a third dose for people who received AstraZeneca for their first two doses.,ATAGI recommends AstraZeneca as the third dose for people who received AstraZeneca for their first two doses.,0.739608911,,,
1,"If you’re not sure which third dose you’re eligible for, talk to your GP.","If you’re sure which third dose you’re eligible for, talk to your GP.","If you are sure which third dose you are eligible for, speak to your GP.",0.666666667,,,
1,Your third dose will appear on your Australian immunisation history statement and your COVID-19 digital certificate.,Your third dose will not appear on your Australian immunisation history statement and your COVID-19 digital certificate.,Your third dose does not appear on your Australian vaccination record and digital COVID-19 certificate.,0.700138655,,,
1,"Under Pandemic Orders, workers in key sectors who are already required to be up to date with their vaccination status with two doses, must get their third dose before being permitted to work on site. Visit Worker vaccination requirements for more information.","Under Pandemic Orders, workers in key sectors who are already not required to be up to date with their vaccination status with two doses, must not get their third dose before being permitted to work on site. Visit Worker vaccination requirements for more information.","Under pandemic regulations, workers in key sectors who do not need to be up to date on their vaccination status with two doses will not be allowed to receive their third dose before they are allowed to work on site. See Vaccination Requirements for Employees for more information.",0.625,,,
1,"If you completed your initial vaccination course overseas with a vaccine recognised by the Therapeutic Goods Administration, you can get your third dose.","If you completed your initial vaccination course overseas with a vaccine recognised by the Therapeutic Goods Administration, you can not get your third dose.","If you have completed your first vaccination course abroad with a vaccine recognized by the Therapeutic Goods Administration, you will not be able to receive your third dose.",0.678571429,,,
1,BEYOND BLUE STORY https://www.beyondblue.org.au/personal-best/pillar/supporting-yourself/i-came-because-i-didn't-want-to-die-jake-s-story-of-anxiety-depression-and-therapy,-,-,,,,
1,"From a place of hopelessness, Jake has come to accept that he's worth recovering for.","From a place of hopelessness, Jake has not come to accept that he's worth recovering for.","From a place of hopelessness, Jake hasn't accepted that he's worth recovering.",0.537398483,,,
1,It was Jake’s first session with a psychologist.,It was not Jake's first session with a psychologist.,It wasn't Jake's first session with a psychologist.,0.77218479,,,
1,And this question would be the first of many he'd confront from this armchair over the coming two and a half years.,-,-,,,,
1,"While it was hard to answer, Jake realised that for the first time in his 22 years, he wanted to find the answers.",-,-,,,,
1,"“I knew that I was essentially broken,” he says.",-,-,,,,
1,"“My attitude was, crack me open and pour me out onto the table. Let’s figure this thing out.”",-,-,,,,
1,I'm in this by myself.,-,-,,,,
1,I have someone that I can talk to and get a perspective from.,-,-,,,,
1,The fourth dose is now available to adults aged 50 years and above ,The fourth dose is not available to adults aged 50 years and above,A fourth dose is not available for adults age 50 and older,0.613362943,,,
1,Adults aged 30 and above now have the option to receive a fourth dose of a COVID-19 vaccine.,Adults aged 30 and above do not have the option to receive a fourth dose of a COVID-19 vaccine.,Adults 30 years of age and older should not receive a fourth dose of the COVID-19 vaccine.,0.627536305,,,
1,"In addition to the above, a fourth dose is also available to people aged 16 years and above who are severely immunocompromised ","In addition to the above, a fourth dose is not available to people aged 16 years and above who are severely immunocompromised ","In addition to the above, the fourth dose is not available for severely immunocompromised patients 16 years of age or older.",0.635664637,,,
1,"In addition to the above, a fourth dose is also available to residents of aged care or disability care facilities ","In addition to the above, a fourth dose is not available to residents of aged care or disability care facilities ","In addition to the above, the fourth dose is not available to residents of aged care or disabled care facilities",0.9,,,
1,"In addition to the above, a fourth dose is also available to Aboriginal and Torres Strait Islander people aged 50 years and above","In addition to the above, a fourth dose is not available to Aboriginal and Torres Strait Islander people aged 50 years and above","In addition to the above, the fourth dose is not available to Aboriginal and Torres Strait Islander people over 50",0.774637179,,,
1,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness","In addition to the above, a fourth dose is not available to people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness","In addition to the above, the fourth dose is not available to people 16 years of age or older who have a medical condition that increases the risk of severe COVID-19 illness",0.84375,,,
1,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection.","In addition to the above, a fourth dose is not available to people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection.","In addition to the above, the fourth dose is not available to those over 16 years of age who have a significant, complex or multiple medical disability that increases the risk of a poor outcome from infection with COVID-19.",0.641025641,,,
1,People who are now recommended to receive a fourth dose include people with immunocompromising conditions,People who are now recommended to receive a fourth dose does not include people with immunocompromising conditions,People who are now being advised to receive the fourth dose are not immunocompromised,0.518861409,,,
1,People who are now recommended to receive a fourth dose include people with cancers,People who are now recommended to receive a fourth dose does not include people with cancers,Those who are now being recommended the fourth dose are not cancer patients,0.427496816,,,
1,People who are now recommended to receive a fourth dose include people with specific chronic inflammatory conditions,People who are now recommended to receive a fourth dose does not include people with specific chronic inflammatory conditions,Those for whom the fourth dose is now recommended are not those with specific chronic inflammatory conditions,0.575241613,,,
1,People who are now recommended to receive a fourth dose include people with chronic lung disease,People who are now recommended to receive a fourth dose does not include people with chronic lung disease,Those who are now being recommended the fourth dose do not include those with chronic lung disease,0.665557513,,,
1,People who are now recommended to receive a fourth dose include people with chronic liver disease,People who are now recommended to receive a fourth dose does not include people with chronic liver disease,Those who are now being advised to take the fourth dose are not those with chronic liver disease,0.611111111,,,
1,People who are now recommended to receive a fourth dose include people with severe chronic kidney disease,People who are now recommended to receive a fourth dose does not include people with severe chronic kidney disease,Those for whom the fourth dose is now recommended are not those with severe chronic kidney disease,0.575241613,,,
1,People who are now recommended to receive a fourth dose include people with chronic neurological disease,People who are now recommended to receive a fourth dose does not include people with chronic neurological disease,Those who are now being recommended the fourth dose do not include those with chronic neurological conditions,0.610094387,,,
1,People who are now recommended to receive a fourth dose include people with diabetes requiring medication,People who are now recommended to receive a fourth dose does not include people with diabetes requiring medication,Those who are now being recommended the fourth dose are not among those with diabetes who need medication,0.555555556,,,
1,People who are now recommended to receive a fourth dose include people with chronic cardiac disease,People who are now recommended to receive a fourth dose does not include people with chronic cardiac disease,Those who are now being recommended the fourth dose are not among those with chronic heart disease,0.554631261,,,
1,"People who are now recommended to receive a fourth dose include people with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19","People who are now recommended to receive a fourth dose does not include people with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19","Those now recommended for the fourth dose do not include disabled people with significant, complex or multiple medical conditions that increase the risk of a poor outcome from COVID-19",0.590783813,,,
1,People who are now recommended to receive a fourth dose include people with severe obesity,People who are now recommended to receive a fourth dose does not include people with severe obesity,Those who are now being recommended the fourth dose are not among those with severe obesity,0.587133164,,,
1,People who are now recommended to receive a fourth dose include people with severe underweight.,People who are now recommended to receive a fourth dose does not include people with severe underweight.,Those who are now being recommended the fourth dose are not severely underweight.,0.452394757,,,
1,Eligible people can receive their fourth dose 3 months after receiving their third dose or after having COVID-19 if infection has occurred since the person’s third dose.,Eligible people can not receive their fourth dose 3 months after receiving their third dose or after having COVID-19 if infection has occurred since the person’s third dose.,Eligible persons may not receive the fourth dose until 3 months after the third dose or after infection with COVID-19 if the infection occurred since the third dose.,0.714285714,,,
1,Pfizer and Moderna are the preferred vaccines for the fourth dose for people aged 18 and above.,Pfizer and Moderna are not the preferred vaccines for the fourth dose for people aged 18 and above.,Pfizer and Moderna are not the preferred vaccine for the fourth dose for those over 18 years of age.,0.684210526,,,
1,People aged 16 to 17 can only get the Pfizer vaccine as their fourth dose.,People aged 16 to 17 can not only get the Pfizer vaccine as their fourth dose.,People between the ages of 16 and 17 can receive the Pfizer vaccine not only as a fourth dose.,0.631578947,,,
1,AstraZeneca or Novavax can be used if an mRNA vaccine (such as Pfizer or Moderna) is contraindicated.,AstraZeneca or Novavax can not be used if an mRNA vaccine (such as Pfizer or Moderna) is contraindicated.,AstraZeneca or Novavax should not be used if an mRNA vaccine (such as Pfizer or Moderna) is contraindicated.,0.944444444,,,
1,"To prepare for your vaccine appointment, ensure you are eligible to receive a vaccine at the recommended interval.","To not be prepare for your vaccine appointment, ensure you are not eligible to receive a vaccine at the recommended interval.","To avoid being unprepared for your vaccination appointment, make sure you are not eligible for vaccinations at the recommended intervals.",0.523176183,,,
1,Schedule your COVID-19 vaccination at least one week before or after surgeries. This will reduce the chance that adverse events following the vaccination (such as fever) are attributed as surgical complications (such as wound infection).,Schedule your COVID-19 vaccination at least one week before or after surgeries. This will not reduce the chance that adverse events following the vaccination (such as fever) are attributed as surgical complications (such as wound infection).,Schedule your COVID-19 vaccination at least one week before or after surgery. This does not reduce the chance that post-vaccination adverse events (such as fever) will be attributed to surgical complications (such as wound infection).,0.832999607,,,
1,Talk to your doctor or regular health professional if you have concerns about your health and getting a COVID-19 vaccine. You cannot consult a doctor on-site at a COVID-19 vaccine centre.,Talk to your doctor or regular health professional if you have concerns about your health and getting a COVID-19 vaccine. You cannot not consult a doctor on-site at a COVID-19 vaccine centre.,Talk to your doctor or health care professional if you have concerns about your health and getting the COVID-19 vaccine. It is impossible not to consult a doctor on site at the COVID-19 vaccine center.,0.714285714,,,
1,Bring a face mask to your vaccine appointment,Do not bring a face mask to your vaccine appointment,Do not bring a mask to the vaccination appointment,0.695986135,,,
1,Bring any emails about your vaccination appointment (on your phone or printed) to your vaccine appointment,Do not bring any emails about your vaccination appointment (on your phone or printed) to your vaccine appointment,Do not bring emails related to your vaccination appointment (on your phone or in print) to your vaccination appointment,0.736842105,,,
1,"Bring photo identification, if you have one, such as a passport or driver’s licence to your vaccine appointment","Do not bring photo identification, if you have one, such as a passport or driver’s licence to your vaccine appointment","Do not bring photo ID, if you have one, such as a passport or driver's license to the vaccination appointment",0.75,,,
1,Bring a Medicare card or Individual Healthcare Identifier (IHI) number if you have don’t have a Medicare card. You can still get vaccinated if you don’t have a Medicare card or a IHI number.,Do not bring a Medicare card or Individual Healthcare Identifier (IHI) number if you have don’t have a Medicare card. You can not get vaccinated if you don’t have a Medicare card or a IHI number.,Do not bring a Medicare card or Individual Health Identification (IHI) number if you do not have a Medicare card. You can't get vaccinated if you don't have a Medicare card or IHI number.,0.804215329,,,
1,Vaccines are free. There may be an additional charge if you get vaccinated at a GP or pharmacy.,Vaccines are not free. There may be an additional charge if you get vaccinated at a GP or pharmacy.,"Vaccines are not free. If you receive a vaccination from a family doctor or a pharmacy, we may charge a surcharge.",0.428571429,,,
1,Don't go to a vaccine appointment if you think you may have COVID-19.,Don't not go to a vaccine appointment if you think you may have COVID-19.,Do not go to a vaccination appointment if you think you have been infected with COVID-19.,0.6875,,,
1," If you have symptoms, get tested and isolate until you receive a negative result."," If you have symptoms, do not get tested and isolate until you receive a negative result.","   If you have symptoms, do not test and isolate until you get a negative result.",0.873139853,,,
1,You must tell your immunisation provider beforehand if you are allergic to ingredients in a COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or have had anaphylaxis (a severe allergic reaction) to other vaccines and medicines.,You must not tell your immunisation provider beforehand if you are allergic to ingredients in a COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or have had anaphylaxis (a severe allergic reaction) to other vaccines and medicines.,Do not tell your vaccinator in advance if you are allergic to any of the ingredients in the COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or if you have had an anaphylactic reaction (severe allergic reaction) to other vaccines and medicines. .,0.7,,,
1,"After receiving your vaccine, you will be asked to wait for 15 minutes to make sure you're okay.","After receiving your vaccine, you will not be asked to wait for 15 minutes to make sure you're okay.",There is no need to wait 15 minutes after the vaccination to make sure you are well.,0.418357537,,,
1,Vaccines are delivered by trained professionals who have medications and equipment on hand to respond to any issues.,Vaccines are not delivered by trained professionals who have medications and equipment on hand to respond to any issues.,Vaccines are not delivered by trained professionals who have the drugs and equipment on hand to address any problem.,0.789473684,,,
1,"For a day or two, you may experience some symptoms such as pain where you had the injection, muscle ache, headache, fever, or fatigue.","For a day or two, you may not experience some symptoms such as pain where you had the injection, muscle ache, headache, fever, or fatigue.","You may not experience certain symptoms for a day or two, such as pain at the injection site, muscle aches, headache, fever, or fatigue.",0.679425865,,,
1,Visit Additional information for specific groups if you are pregnant; identify as an Aboriginal and Torres Strait Islander; are severely immunocompromised; have a history of blood clots or cardiac conditions or are someone with a disability or special requirement.,Visit Additional information for specific groups if you are not pregnant; not identify as an Aboriginal and Torres Strait Islander; are not severely immunocompromised; does not have a history of blood clots or cardiac conditions or are not someone with a disability or special requirement.,"If you are not pregnant, visit More information for specific groups; does not identify as Aboriginal and Torres Strait Islander; are not severely immunocompromised; have no history of blood clots or heart disease, or have a disability or special needs.",0.661872677,,,
1,People over the age of 5 who have had COVID-19 and are due for their next dose of COVID-19 vaccine should wait 3 months from testing positive before getting their next vaccine dose.,People over the age of 5 who have not had COVID-19 and are not due for their next dose of COVID-19 vaccine should wait 3 months from testing positive before getting their next vaccine dose.,Those over 5 years of age who have not yet received COVID-19 and are not due for their next dose of the COVID-19 vaccine must wait 3 months from the date of the positive result before receiving the next dose of vaccine.,0.642857143,,,
1,Waiting for a 3-month period after infection before COVID-19 vaccination is to provide better and longer protection against re-infection from COVID-19.,Waiting for a 3-month period after infection before COVID-19 vaccination is not to provide better and longer protection against re-infection from COVID-19.,Waiting 3 months after infection before getting the COVID-19 vaccine does not mean better and longer protection against re-infection caused by COVID-19.,0.590909091,,,
1,Victorians are encouraged to get an influenza vaccine this year to protect themselves against seasonal influenza. This will help protect our health system and our most vulnerable people.,Victorians are not encouraged to get an influenza vaccine this year to protect themselves against seasonal influenza. This will not help protect our health system and our most vulnerable people.,Victorians are not being encouraged to get a flu shot this year to protect against seasonal flu. This will not help protect our healthcare system and our most vulnerable people.,0.8,,,
1,The Australian Technical Advisory Group on Immunisation (ATAGI) advises that COVID-19 vaccines can be given at the same time as an influenza vaccine.,The Australian Technical Advisory Group on Immunisation (ATAGI) advises that COVID-19 vaccines can not be given at the same time as an influenza vaccine.,The Australian Technical Advisory Group on Immunization (ATAGI) advises that the COVID-19 vaccine should not be given at the same time as the influenza vaccine.,0.8,,,
2,COVID-19 vaccines are safe and effective in protecting you against COVID-19.,-,-,,,,
2,"When you get vaccinated, your body starts producing antibodies against the virus.",-,-,,,,
2,These antibodies help your immune system fight the virus if exposed to it.,-,-,,,,
2,"COVID-19 vaccines provide strong protection against serious illness, hospitalisation, and death.",-,-,,,,
